url,Speical_Char,Have_IP,Have_At,URL_length,URL_Depth,redirection,time_get_redirect,port_in_url,use_http,http_in_domain,TinyURL,Prefix/Suffix,DNS_Record,trusted_ca,domain_lifespan,domain_timeleft,same_asn,iFrame,Mouse_Over,Right_Click,eval,unescape,escape,ActiveXObject,fromCharCode,atob,Punny_Code,TLDs,Title,country_name,label
https://gree.net,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,net,GREEï¼ã°ãªã¼ï¼,JP,0
https://pressrepublican.com,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,com,pressrepublican.com,US,0
http://dfghhdfgkoe.easy.co/,3,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,co,Easy Online Store &amp; Shopping Cart Solution | EasyStore,"['US', 'MY']",1
http://124.156.136.189/,4,0,0,0,0,5,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,189,No Title,,1
http://www.daihoclongan.edu.vn/,4,0,0,0,0,5,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,vn,Trường Đại học Kinh tế Công nghiệp Long An - Trường Đại học Kinh tế Công nghiệp Long An,,0
http://students.igg.biz/tymeengineering/Share/share/verification.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd,5,0,0,1,4,5,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,biz,igg.biz,,1
https://pearlsforapurpose.com/Paul/Groomes/index.html,3,0,0,0,3,6,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,com,Microsoft | Login,US,1
https://nagra.com,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,com,Kudelski Group,CH,0
https://joel-robuchon.com,2,0,0,0,0,6,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,com,Le Monde de JoÃ«l Robuchon - Accueil FR,FR,0
https://ameriburn.org,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,org,American Burn Association &#8211; Improving the lives of those affected by burn injury,US,0
https://x.co/6nUIZ,2,0,0,0,1,6,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,co,Одноклассники,US,1
https://netdoctor.co.uk,3,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,uk,"NetDoctor: Health Advice, Nutrition Tips, Trusted Medical Information",,0
https://masjid-alummah.com,2,0,0,0,0,6,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,com,One-stop website service.|masjid-alummah,CN,0
https://www.pinterest.com/aarae/,3,0,0,0,1,6,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,com,Amanda Rae Stewart (aarae) - Profile | Pinterest,US,0
https://ae-info.org,2,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,org,Academy of Europe: Acad Main,AT,0
https://evergreen.edu,2,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,edu,Home | The Evergreen State College,,0
http://digital.prosv.ru,3,0,0,0,0,5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,ru,Цифровые технологии для современного образования &mdash; Группа компаний &laquo;Просвещение&raquo;,,1
http://royalmail.latestdelivery.net,3,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,net,,,1
https://theobjective.com,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,com,The Objective | Periodismo ethos,US,0
https://laendleimmo.at,2,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,at,No Title,Austria,0
https://cialisamg.com,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,com,No Title,NL,0
https://aapidata.com,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,com,Home - AAPI Data,US,0
https://amazona.de,2,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,de,Dein Musiker-Magazin seit 1999 - AMAZONA.de,,0
https://cartoonnetwork.co.uk,3,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,uk,"Cartoon Network | Free Online Games, Downloads, Competitions &amp; Videos for Kids",,0
https://reelbigfish.info,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,info,"Unofficial Reel Big Fish Fan Site &#8211; News, Tour Dates, Forum, Videos, Lyrics",GB,0
https://gamigo.de,2,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,de,gamigo.de: Kostenlose Browsergames &amp; Onlinespiele,,0
https://pokertips.org,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,org,Poker Tips and Strategy Guide | PokerTips.org,US,0
https://cswe.org,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,org,No Title,US,0
https://tash.org,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,org,No Title,US,0
https://support.office.com/ar-sa/article/%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%B3%D8%AC%D9%84%D8%A7%D8%AA-DNS-%D9%81%D9%8A-Netfirms-%D9%84%D9%80-Office-365-967BE009-94A4-46A9-8F0D-5ED15020D45A,31,0,0,1,3,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,com,Add DNS records to connect your domain - Microsoft 365 admin | Microsoft Docs,US,0
http://dominitos.mipropia.com/pichincha%20scam/PICHINCHA%20OFICIAL/PICHINCHA%20OFICIAL/?i=1,8,0,0,1,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,com,,US,1
https://juneoven.com,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,com,Amazon,US,0
https://thelabradorsite.com,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,com,The Labrador Site,GB,0
http://depositphotos.com/affiliate.html?backURL%5Bpage%5D=%2F7911830%2Fstock-photo-public-space-in-bank-office.html&backURL%5Bexclude%5D%5B0%5D=login,16,0,0,1,1,5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,com,Partner Program - Depositphotos Stock Photo Marketplace,US,0
https://userecho.com,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,com,UserEcho: Customer support solution,US,0
https://bit.ly/31cwTQd?Facebook_Update,3,0,0,0,1,6,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,ly,Warning! | There might be a problem with the requested link,US,1
https://absolutewrite.com,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,com,Absolute Write - A Community For Writers,US,0
https://talkingpointsmemo.com,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,com,"Talking Points Memo &#8211; Talking Points Memo &#8211; News, Commentary, Analysis",US,0
https://kpho.com,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,com,Phoenix News | Arizona's Family,,0
https://ntnews.com.au,3,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,au,NT News | Breaking News and Headlines from Darwin and Northern Territory,,0
https://arkitera.com,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,com,Arkitera - Türkiye&#039;nin Mimarlık Yayını,TR,0
http://icicibank.com/privilege-banking/personal/personal-loan.page?utm_source=personal-loan&utm_medium=text&utm_campaign=PB-flyout,9,0,0,1,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,com,Loan Options for Privilege Banking Customers - Personal Loan,IN,0
https://google.com.gt,3,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,gt,Google,,0
https://db.tt,2,0,0,0,0,6,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,tt,Dropbox,,0
https://attachmentparenting.org,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,org,Home | Attachment Parenting International,US,0
