_id,url,type,level,meta
609542c9aeb5afd5ddfc8bb8,http://vip.vinacf.info/*,scam,high,{}
609542c9aeb5afd5ddfc8bb9,http://www.vipham-garena.xyz/*,scam,high,{}
609542c9aeb5afd5ddfc8bba,http://www.vn197.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bbb,http://www.vnshop.today/*,scam,high,{}
609542c9aeb5afd5ddfc8bbc,http://www.vongquay-2021lolgarena.ml/*,scam,high,{}
609542c9aeb5afd5ddfc8bbe,http://www.wedvay.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8bbf,http://www.0938020000thay.shop/*,scam,high,{}
609542c9aeb5afd5ddfc8bc0,http://www.2021-lmht.gq/*,scam,high,{}
609542c9aeb5afd5ddfc8bc1,http://www.beegroup.pro/*,scam,high,{}
609542c9aeb5afd5ddfc8bc2,http://www.bschuyenkhoamat.biz/*,scam,high,{}
609542c9aeb5afd5ddfc8bc3,http://www.charleskeith.asia/*,scam,high,{}
609542c9aeb5afd5ddfc8bc4,http://www.dangkyvay-bank247.net/*,scam,high,{}
609542c9aeb5afd5ddfc8bc5,http://www.giaminhsocial.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bc6,http://www.phukiend2p.store/*,scam,high,{}
609542c9aeb5afd5ddfc8bc7,http://www.pinetwork24h.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bc8,http://www.sukiendtdv-lienquan-garena.co/*,scam,high,{}
609542c9aeb5afd5ddfc8bc9,http://www.ttvn1.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bca,http://www.xacnhanvay247.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bcb,http://www.xakhogiovanga92.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bcc,http://www.0bong88.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bcd,http://www.120015.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bce,http://www.1g88.news/*,scam,high,{}
609542c9aeb5afd5ddfc8bcf,http://1yvcs.c54c54.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bd0,http://www.333m88.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bd1,http://www.388bet.us/*,scam,high,{}
609542c9aeb5afd5ddfc8bd2,http://www.3gviettel.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8bd3,http://www.4gmobifones.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bd4,http://www.789game.live/*,scam,high,{}
609542c9aeb5afd5ddfc8bd5,http://www.88betpro.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bd6,http://www.88vin.link/*,scam,high,{}
609542c9aeb5afd5ddfc8bd7,http://www.acclienminh24h.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bd8,http://www.accngon123.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bd9,http://www.ants.land/*,scam,high,{}
609542c9aeb5afd5ddfc8bda,http://app.v7123.cc/*,scam,high,{}
609542c9aeb5afd5ddfc8bdb,http://www.auto-bot.me/*,scam,high,{}
609542c9aeb5afd5ddfc8bdc,http://www.autofb68.club/*,scam,high,{}
609542c9aeb5afd5ddfc8bdd,http://www.autolike.com.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8bde,http://www.autolols.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bdf,http://www.b29tet.me/*,scam,high,{}
609542c9aeb5afd5ddfc8be0,http://www.b52game.online/*,scam,high,{}
609542c9aeb5afd5ddfc8be1,http://www.b52hay.club/*,scam,high,{}
609542c9aeb5afd5ddfc8be2,http://www.b86.club/*,scam,high,{}
609542c9aeb5afd5ddfc8be3,http://www.bacgaushop.tk/*,scam,high,{}
609542c9aeb5afd5ddfc8be4,http://www.banaccuytin.com/*,scam,high,{}
609542c9aeb5afd5ddfc8be5,http://www.banca-red88.top/*,scam,high,{}
609542c9aeb5afd5ddfc8be6,http://www.bancavip.xyz/*,scam,high,{}
609542c9aeb5afd5ddfc8be8,http://bc.vuidinhcao.com/*,scam,high,{}
609542c9aeb5afd5ddfc8be9,http://www.bcdeas.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bea,http://www.bestanimegame.com/*,scam,high,{}
609542c9aeb5afd5ddfc8beb,http://www.bigplayerclub.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bec,http://www.binomo.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bee,http://www.bong-daao.co/*,scam,high,{}
609542c9aeb5afd5ddfc8bef,http://www.bong99.vip/*,scam,high,{}
609542c9aeb5afd5ddfc8bf0,http://www.bongdaplus.us/*,scam,high,{}
609542c9aeb5afd5ddfc8bf1,http://www.bongdavip.cc/*,scam,high,{}
609542c9aeb5afd5ddfc8bf2,http://www.brhtml5.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bf3,http://www.bum88.club/*,scam,high,{}
609542c9aeb5afd5ddfc8bf4,http://www.cf68.app/*,scam,high,{}
609542c9aeb5afd5ddfc8bf5,http://www.chanlemomo.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bf6,http://www.choi789vn.online/*,scam,high,{}
609542c9aeb5afd5ddfc8bf7,http://www.choiboaclub.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bf8,http://www.choimay88.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bf9,http://www.choisumvip.club/*,scam,high,{}
609542c9aeb5afd5ddfc8bfa,http://www.choitop88.top/*,scam,high,{}
609542c9aeb5afd5ddfc8bfb,http://www.chongluadao.xyz/*,scam,high,{}
609542c9aeb5afd5ddfc8bfc,http://www.chonickgame.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bfd,http://www.chothuesub.com/*,scam,high,{}
609542c9aeb5afd5ddfc8bfe,http://cong.choi789vn.online/*,scam,high,{}
609542c9aeb5afd5ddfc8bff,http://www.coolcat.link/*,scam,high,{}
609542c9aeb5afd5ddfc8c00,http://www.coolcatvietnam.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c01,http://www.crown88v.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c02,http://www.cxvbu.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c03,http://www.dangkyrik.net/*,scam,high,{}
609542c9aeb5afd5ddfc8c04,http://developers.minepi.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c05,http://www.dichvufacebookvietnam.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c06,http://www.dmqfreefire.tk/*,scam,high,{}
609542c9aeb5afd5ddfc8c07,http://www.doithecao.com.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c08,http://www.downloadappios.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c09,http://www.eaglerockglobal.org/*,scam,high,{}
609542c9aeb5afd5ddfc8c0a,http://www.easy1up.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c0b,http://www.easywork966.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c0c,http://www.events-fo4garena.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c0d,http://www.favorpay.io/*,scam,high,{}
609542c9aeb5afd5ddfc8c0e,http://www.fb88.blog/*,scam,high,{}
609542c9aeb5afd5ddfc8c0f,http://www.fo4-member.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c10,http://www.fo4national.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c11,http://www.fo4online.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c12,http://www.forbesvietnam.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c13,http://forum.redpillvn.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c14,http://www.fxtradingmarkets.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c15,http://game.b52.win/*,scam,high,{}
609542c9aeb5afd5ddfc8c17,http://game.yo88game.win/*,scam,high,{}
609542c9aeb5afd5ddfc8c18,http://www.gamequayhudoithuong.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c19,http://www.gamerik.top/*,scam,high,{}
609542c9aeb5afd5ddfc8c1a,http://www.gamerik.vin/*,scam,high,{}
609542c9aeb5afd5ddfc8c1b,http://games.sin88.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c1c,http://www.gamesieure.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c1d,http://www.gamev99.biz/*,scam,high,{}
609542c9aeb5afd5ddfc8c1e,http://www.gamevuaclub1003.club/*,scam,high,{}
609542c9aeb5afd5ddfc8c1f,http://www.gamhay8live.net/*,scam,high,{}
609542c9aeb5afd5ddfc8c20,http://garena.fo4national.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c21,http://garena.fo4online.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c22,http://genshin.napgame3s.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c23,http://giaidau.fo4national.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c24,http://www.giainganonline799.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c25,http://www.goicuoc3g.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c26,http://www.goldlion.tv/*,scam,high,{}
609542c9aeb5afd5ddfc8c27,http://www.greenvcc.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c28,http://www.haatieuphushop.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c29,http://www.hotdeal24h.online/*,scam,high,{}
609542c9aeb5afd5ddfc8c2a,http://hsc666.cpctvn.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c2b,http://www.hua11.top/*,scam,high,{}
609542c9aeb5afd5ddfc8c2c,http://www.instabio.cc/*,scam,high,{}
609542c9aeb5afd5ddfc8c2d,http://www.jybei.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c2e,http://www.k0ioctiiu957.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c2f,http://www.kdmc1.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c30,http://www.kdmc5.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c31,http://khoahoc.ngohoangdu.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c32,http://www.kimcuongx5.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c33,http://www.kmgongping.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c34,http://www.lachmong.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c35,http://www.lion-group.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c36,http://www.lixi88blog.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c37,http://lp.tairik.fun/*,scam,high,{}
609542c9aeb5afd5ddfc8c38,http://www.lux888.club/*,scam,high,{}
609542c9aeb5afd5ddfc8c39,http://m.fxtradingmarkets.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c3a,http://m.jybei.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c3b,http://m.qb979.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c3c,http://m.vnloto.vip/*,scam,high,{}
609542c9aeb5afd5ddfc8c3d,http://www.m88dc.info/*,scam,high,{}
609542c9aeb5afd5ddfc8c3e,http://www.mailedushop.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c3f,http://www.mawnhealth.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c40,http://www.minepi.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c41,http://mnb.nemihouse.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c42,http://www.moviehm.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c43,http://www.muanick24h.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c44,http://www.muaquanhuy.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c45,http://www.muathegame.online/*,scam,high,{}
609542c9aeb5afd5ddfc8c46,http://www.muatiengia.club/*,scam,high,{}
609542c9aeb5afd5ddfc8c47,http://www.napcard.net/*,scam,high,{}
609542c9aeb5afd5ddfc8c48,http://www.napfreefire.me/*,scam,high,{}
609542c9aeb5afd5ddfc8c49,http://www.napfreefirevn.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c4a,http://www.napgame123.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c4b,http://www.napgame3s.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c4c,http://www.napgamemobile.net/*,scam,high,{}
609542c9aeb5afd5ddfc8c4d,http://www.napgameonline.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c4e,http://www.napkimcuongfreefire.net/*,scam,high,{}
609542c9aeb5afd5ddfc8c4f,http://www.napkimcuongx5.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c50,http://www.napmomo.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c51,http://www.naptcvng.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c52,http://www.napthe.me/*,scam,high,{}
609542c9aeb5afd5ddfc8c53,http://www.napthehangrong.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c54,http://www.napthelienquan.net/*,scam,high,{}
609542c9aeb5afd5ddfc8c55,http://www.napthelienquan360.club/*,scam,high,{}
609542c9aeb5afd5ddfc8c56,http://www.napthetocchien.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c57,http://www.napthevalorant.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c58,http://www.napthevn.online/*,scam,high,{}
609542c9aeb5afd5ddfc8c59,http://www.napthex50.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c5a,http://www.naptienminiworld.net/*,scam,high,{}
609542c9aeb5afd5ddfc8c5b,http://www.naptocchien247.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c5c,http://www.napucpubgmobile.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c5d,http://www.napxquanhuy.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c5e,http://www.nbet.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c5f,http://www.newworld-agent.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c60,http://nh.vuidinhcao.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c61,http://www.nhacai11bet.online/*,scam,high,{}
609542c9aeb5afd5ddfc8c63,http://nhantienonlinemonneygramss.weebly.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c64,http://nhantienquocte-nhanh-westernunion.weebly.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c65,http://www.nhatviphay.vip/*,scam,high,{}
609542c9aeb5afd5ddfc8c66,http://www.nicklienquan247.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c67,http://www.nmzxgt.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c68,http://node.minepi.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c69,http://www.olacity.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c6a,http://pay.zingvng.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c6b,http://play.fa88.online/*,scam,high,{}
609542c9aeb5afd5ddfc8c6c,http://play.go88.info/*,scam,high,{}
609542c9aeb5afd5ddfc8c6d,http://www.playgamefa88.live/*,scam,high,{}
609542c9aeb5afd5ddfc8c6e,http://www.playgo88.vip/*,scam,high,{}
609542c9aeb5afd5ddfc8c6f,http://www.playv8.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c70,http://www.playx8.group/*,scam,high,{}
609542c9aeb5afd5ddfc8c71,http://portalmoneygramvn.weebly.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c72,http://qc.x8vn.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c73,http://quaeventlienminh.weebly.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c74,http://quatangskin1.weebly.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c75,http://www.quav8.fun/*,scam,high,{}
609542c9aeb5afd5ddfc8c76,http://www.quaythuonggarena.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c77,http://www.rankmedia.app/*,scam,high,{}
609542c9aeb5afd5ddfc8c78,http://www.red88.cc/*,scam,high,{}
609542c9aeb5afd5ddfc8c79,http://www.redpillvn.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c7a,http://www.rh1976.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c7b,http://www.rocketgameslive.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c7c,http://www.sanhbai.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c7d,http://www.shary.io/*,scam,high,{}
609542c9aeb5afd5ddfc8c7e,http://shop.vnsmarts.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c7f,http://www.shopaccfifa.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c80,http://www.shopaccgame.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c81,http://www.shopbacgau.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c82,http://www.shopdat09.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c83,http://www.shopfreefireuytin.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c84,http://www.shoplienquanmienphi.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c85,http://www.shopmobaviet.net/*,scam,high,{}
609542c9aeb5afd5ddfc8c86,http://www.shopnamciu.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c87,http://www.shoprikaki.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c88,http://www.shoptienzombie.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c89,http://www.shopwibugaming.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c8a,http://www.shopxamgaming.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c8b,http://www.sieubomtan.info/*,scam,high,{}
609542c9aeb5afd5ddfc8c8c,http://www.sieuca.us/*,scam,high,{}
609542c9aeb5afd5ddfc8c8d,http://www.sieuno.win/*,scam,high,{}
609542c9aeb5afd5ddfc8c8e,http://www.sieuvietfb.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c8f,http://www.sin88.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c90,http://www.sin88bet.me/*,scam,high,{}
609542c9aeb5afd5ddfc8c91,http://sites.google.com/view/ngam11/dangki/*,scam,high,{}
609542c9aeb5afd5ddfc8c92,http://smileevn.asite.xyz/*,scam,high,{}
609542c9aeb5afd5ddfc8c93,http://www.sukienffvn.online/*,scam,high,{}
609542c9aeb5afd5ddfc8c94,http://sukienhanghieus11.weebly.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c95,http://www.sunvn.club/*,scam,high,{}
609542c9aeb5afd5ddfc8c96,http://www.sunwinvn.vip/*,scam,high,{}
609542c9aeb5afd5ddfc8c97,http://tai.rik.vip/*,scam,high,{}
609542c9aeb5afd5ddfc8c98,http://www.tai789.net/*,scam,high,{}
609542c9aeb5afd5ddfc8c99,http://www.tai789.win/*,scam,high,{}
609542c9aeb5afd5ddfc8c9a,http://www.taiappdienthoai.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8c9b,http://www.tailoc88.vip/*,scam,high,{}
609542c9aeb5afd5ddfc8c9c,http://www.tdtc.vip/*,scam,high,{}
609542c9aeb5afd5ddfc8c9d,http://www.thethao50k.com/*,scam,high,{}
609542c9aeb5afd5ddfc8c9e,http://www.thethao99.org/*,scam,high,{}
609542c9aeb5afd5ddfc8c9f,http://tihonvtv.weebly.com/*,scam,high,{}
609542c9aeb5afd5ddfc8ca0,http://www.timcoh.com/*,scam,high,{}
609542c9aeb5afd5ddfc8ca1,http://www.tindung-online.com/*,scam,high,{}
609542c9aeb5afd5ddfc8ca2,http://www.tinsukien2021vn.com/*,scam,high,{}
609542c9aeb5afd5ddfc8ca3,http://tjcfb.nmzxgt.com/*,scam,high,{}
609542c9aeb5afd5ddfc8ca4,http://toasangthienthannhi20.weebly.com/*,scam,high,{}
609542c9aeb5afd5ddfc8ca5,http://www.topgamevui.cc/*,scam,high,{}
609542c9aeb5afd5ddfc8ca6,http://www.trungso.vip/*,scam,high,{}
609542c9aeb5afd5ddfc8ca7,http://try.mawnhealth.com/*,scam,high,{}
609542c9aeb5afd5ddfc8ca8,http://tt.vuidinhcao.com/*,scam,high,{}
609542c9aeb5afd5ddfc8ca9,http://www.twin04.com/*,scam,high,{}
609542c9aeb5afd5ddfc8caa,http://www.twitter.com/binomo,scam,high,{}
609542c9aeb5afd5ddfc8cab,http://www.typhudaiduong.com/*,scam,high,{}
609542c9aeb5afd5ddfc8cac,http://www.unlockgarena.com/*,scam,high,{}
609542c9aeb5afd5ddfc8cad,http://www.uscapcha.com/*,scam,high,{}
609542c9aeb5afd5ddfc8cae,http://uudai.hotdeal24h.online/*,scam,high,{}
609542c9aeb5afd5ddfc8caf,http://www.v99vip.net/*,scam,high,{}
609542c9aeb5afd5ddfc8cb0,http://www.vanphucorp.com/*,scam,high,{}
609542c9aeb5afd5ddfc8cb1,http://www.vaytienonlinetrongngay.com/*,scam,high,{}
609542c9aeb5afd5ddfc8cb2,http://www.vi888b.com/*,scam,high,{}
609542c9aeb5afd5ddfc8cb3,http://www.vietteldidong.com/*,scam,high,{}
609542c9aeb5afd5ddfc8cb4,http://www.viettelonline.org/*,scam,high,{}
609542c9aeb5afd5ddfc8cb5,http://www.viettelshare.com/*,scam,high,{}
609542c9aeb5afd5ddfc8cb6,http://vietteltelecom.2021-winners.com/*,scam,high,{}
609542c9aeb5afd5ddfc8cb7,http://www.vipham.xyz/*,scam,high,{}
609542c9aeb5afd5ddfc8cb8,http://www.vodkaquang.com/*,scam,high,{}
609542c9aeb5afd5ddfc8cb9,http://www.vongquaymienphi.net/*,scam,high,{}
609542c9aeb5afd5ddfc8cba,http://www.vuabongda.biz/*,scam,high,{}
609542c9aeb5afd5ddfc8cbb,http://www.vuabongda.org/*,scam,high,{}
